review_id,review_text,complaint_label,severity_label,stars,sentiment_label
RC009361,"This was my first time here, and the queue at the furniture showroom barely moved for a long stretch of time. Nothing major, but it did stand out a little. On top of that, the card machine at the resort wasn't working properly the whole evening. Just a small thing, but worth mentioning.",Service Delay,Low,3,Negative
RC009362,"This was my first time here, and a cockroach crawled out from under our table while we were eating. This felt like a genuine safety concern, not just bad service. We spotted what looked like rodent droppings near the kitchen area. Adding to the frustration, several things went wrong during our visit, from the wait time to the state of our table. I felt this was completely unacceptable and possibly dangerous.",Cleanliness Issue,Critical,1,Negative
RC009363,"I have to say, it took forever for anyone to even come take our order. I am seriously considering never returning and warning others. I'm honestly considering filing a formal complaint over this. As if that wasn't enough, I can't quite explain it, but the visit left a bad taste, figuratively speaking.",Service Delay,Critical,1,Negative
RC009364,"Honestly, a bad odor from somewhere near the kitchen was noticeable throughout our meal. It was a pretty disappointing visit overall.",Cleanliness Issue,High,1,Negative
RC009365,"The atmosphere was lovely, comfortable seating and a nice ambience throughout. Honestly, hard to find anything to complain about. This quickly became one of our favorite spots, everything just worked.",General Dissatisfaction,Low,4,Positive
RC009366,"To be fair, instead of resolving the issue, the manager argued with me in front of other customers. I am seriously considering never returning and warning others.",Staff Behavior,Critical,1,Negative
RC009367,"I've visited a few times before, and between the slow service, the mediocre food, and the noise, the whole visit was a letdown.",General Dissatisfaction,High,1,Negative
RC009368,"Honestly, the delivery agent was outright rude to us when we asked a simple question. I don't think I'll be coming back after this.",Staff Behavior,High,1,Negative
RC009369,"I have to say, the queue at the appliance repair center barely moved for a long stretch of time. It left me a bit disappointed, honestly. The line moved painfully slowly, and there was no one managing it properly. On top of that, I saw a cockroach scurry across the floor near our table. It put a damper on what should've been a nice visit.",Service Delay,Medium,3,Neutral
RC009370,"This was my first time here, and we waited almost 45 minutes just to get our food at the theatre on my birthday dinner.",Service Delay,Critical,1,Negative
RC009371,The butter chicken had ingredients I didn't order and hadn't asked for. This really ruined the experience for us.,Food Quality,High,2,Negative
RC009372,"Honestly, the restroom smelled bad and looked like it hadn't been cleaned in a while. I was genuinely frustrated by the end of it.",Cleanliness Issue,High,1,Negative
RC009373,"Overall, overall this hospital exceeded my expectations in every way. It's become one of our go-to spots.",General Dissatisfaction,Low,5,Positive
RC009374,"This was my first time here, and we were hit with an unexpected packaging charge that wasn't mentioned during ordering. Nothing major, but it did stand out a little. There was an unexpected delivery fee added at checkout that wasn't shown earlier.",Pricing Issue,Low,3,Neutral
RC009375,"I have to say, instead of resolving the issue, the manager argued with me in front of other customers. I left feeling quite upset about the whole thing. The manager was aggressive and unprofessional when I asked for a resolution.",Staff Behavior,High,1,Negative
RC009376,"This was my first time here, and something about this guest house just didn't sit right with me, hard to pin down exactly what. It put a damper on what should've been a nice visit. I can't quite explain it, but the visit left a bad taste, figuratively speaking. Worse still, I was honestly shocked at how rudely the receptionist spoke to me over a minor issue.",General Dissatisfaction,Medium,2,Negative
RC009377,My order from the bakery cafe arrived almost two hours after the estimated time. This really ruined the experience for us. The delivery was supposed to come in 30 minutes but took nearly 90.,Service Delay,High,2,Negative
RC009378,"Honestly, we were hit with an unexpected packaging charge that wasn't mentioned during ordering. I don't think I'll be coming back after this. In addition, the technician was chatting loudly with coworkers instead of helping customers.",Pricing Issue,High,2,Negative
RC009379,"Our dumplings came out quickly, no waiting around at all. I'd definitely recommend this place to friends. Honestly, hard to find anything to complain about.",Service Delay,Low,4,Positive
RC009380,The furniture showroom billed my card twice for the exact same amount. This crossed a line and needs to be addressed urgently.,Pricing Issue,Critical,1,Negative
RC009381,"I really wanted to like this place, but the manager refused to listen and was condescending throughout the conversation. On top of that, by the time the chicken wings got to us it had gone cold, which was disappointing given how long we waited. I am seriously considering never returning and warning others.",Staff Behavior,Critical,1,Negative
RC009382,"I really wanted to like this place, but I was charged a random service fee that wasn't disclosed anywhere on the menu. I expected better, to be honest. The final bill had extra charges we were never told about beforehand. Also, our table hadn't been wiped down and had crumbs and stains from the previous guests.",Pricing Issue,Medium,3,Negative
RC009383,"Overall this resort exceeded my expectations in every way. Honestly, hard to find anything to complain about. A wonderful visit overall, we'll definitely be back soon.",General Dissatisfaction,Low,5,Positive
RC009384,"I really wanted to like this place, but it took forever for anyone to even come take our order. As if that wasn't enough, the manager refused to listen and was condescending throughout the conversation. It left me a bit disappointed, honestly.",Service Delay,Medium,2,Negative
